Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,AcceptedCmpOverall,Income_z,NumTotalPurchases,MeanAmtPerPurchase_z,MeanAmtPerPurchase_log,MntMeatProducts_ratio,MntFishProducts_ratio,MntSweetProducts_ratio,MntFruits_ratio,MntGoldProds_ratio,MntWines_ratio,MntRegularProds_ratio
0,0,56,2,7,4,10,5,0,0,0,0,0,0,1,64,2687,0,0,1,0,0,0,0,1,0,0,0,0.43904502249817834,23,0.1712958365631598,1.55102546765373,0.28176100628930817,0.1270440251572327,0.11572327044025157,0.2037735849056604,0.2037735849056604,0.27169811320754716,0.7962264150943397
0,0,29,1,3,3,5,1,0,0,0,0,0,0,0,39,2219,0,0,0,1,0,0,0,0,1,0,0,1.2680819259477865,12,1.351172415981819,1.8319763626923518,0.4931506849315068,0.23412204234122042,0.0273972602739726,0.16064757160647572,0.0186799501867995,0.08468244084682441,0.9813200498132005
0,0,30,1,3,5,8,1,0,0,0,1,0,0,1,34,2612,0,0,1,0,0,0,0,0,0,1,1,0.8810402914447221,17,0.7792634407070257,1.717964044400327,0.5878300803673938,0.03788748564867968,0.14925373134328357,0.0,0.06199770378874857,0.22502870264064295,0.9380022962112514
0,1,64,1,9,3,9,6,0,0,0,0,0,0,0,52,2593,1,0,0,0,0,0,0,0,1,0,0,0.5900467930647513,22,0.19875689664879548,1.5601240984917852,0.1287001287001287,0.02574002574002574,0.009009009009009009,0.019305019305019305,0.16859716859716858,0.8172458172458172,0.8314028314028314
1,0,46,3,3,0,4,7,0,0,0,0,0,0,0,39,2662,0,1,0,0,0,0,1,0,0,0,0,-1.310682561355101,10,-0.7793181305482565,0.9777236052888477,0.10588235294117647,0.32941176470588235,0.29411764705882354,0.2235294117647059,0.2,0.047058823529411764,0.8
0,1,84,2,8,2,4,8,0,0,0,0,0,0,0,44,2771,0,0,0,1,0,0,0,1,0,0,0,-0.012221861398407625,16,-0.19122979851748673,1.4086638740638107,0.20050761421319796,0.0,0.027918781725888325,0.017766497461928935,0.4619289340101523,0.7538071065989848,0.5380710659898477
0,0,20,2,4,1,6,7,0,0,0,0,0,0,0,74,2826,0,0,0,1,0,0,0,1,0,0,0,-0.6693958606438478,13,-0.27854881740577636,1.3660635906503138,0.1314878892733564,0.5190311418685121,0.04152249134948097,0.01730103806228374,0.09688581314878893,0.2906574394463668,0.903114186851211
0,1,74,1,5,1,8,2,0,0,0,0,0,0,0,46,2279,0,0,0,1,0,0,0,0,0,1,0,0.6769198935601989,15,-0.12892586670027342,1.4366925976640543,0.37721518987341773,0.05063291139240506,0.0379746835443038,0.017721518987341773,0.1670886075949367,0.5164556962025316,0.8329113924050633
1,1,18,2,2,0,3,5,0,0,0,0,0,0,0,45,2232,0,1,0,0,0,0,0,0,1,0,0,-0.35266397284527023,7,-0.9121752952595267,0.7676858167054786,0.23529411764705882,0.0,0.0,0.0,0.08823529411764706,0.7647058823529411,0.9117647058823529
1,0,75,1,3,1,2,7,0,0,0,0,0,0,0,46,2511,0,1,0,0,0,0,0,1,0,0,0,-1.0136528553253632,7,-0.8288139370093179,0.9107768156582345,0.4,0.08,0.1,0.12,0.4,0.3,0.6
0,0,17,1,6,3,13,3,0,0,0,0,0,0,0,68,2675,0,0,0,1,0,0,0,1,0,0,0,1.1423356481878388,23,0.26802219518500525,1.582261039056179,0.26869158878504673,0.17523364485981308,0.08644859813084112,0.11448598130841121,0.08644859813084112,0.35514018691588783,0.9135514018691588
1,1,88,13,6,2,12,5,0,0,0,0,0,0,0,64,2696,0,0,0,1,0,0,0,0,1,0,0,-0.034966291822729936,33,-0.28917544742747403,1.3605819396221852,0.3342541436464088,0.07596685082872928,0.1574585635359116,0.03867403314917127,0.18646408839779005,0.393646408839779,0.81353591160221
0,0,19,1,5,11,5,3,0,0,0,0,0,0,0,54,2207,0,0,0,0,1,0,0,1,0,0,0,1.3677517866607403,22,1.3144255293667884,1.8254851291792737,0.3896551724137931,0.11448275862068966,0.09724137931034482,0.12620689655172415,0.019310344827586208,0.27241379310344827,0.9806896551724138
0,0,62,3,7,1,5,8,0,0,0,0,0,0,0,71,2540,1,0,0,0,0,0,0,0,1,0,0,-0.7825868264922798,16,-0.3165974661984648,1.3461083703991694,0.23893805309734514,0.011799410029498525,0.008849557522123894,0.008849557522123894,0.1504424778761062,0.7315634218289085,0.8495575221238938
0,0,11,1,1,0,3,7,1,0,0,0,0,0,0,36,2519,0,0,0,1,0,1,0,0,0,0,1,-0.9275523894090857,5,-0.7975534276654896,0.9542425094393249,0.125,0.0,0.225,0.15,0.3,0.5,0.7
1,0,74,3,3,1,3,7,0,0,0,0,0,0,0,51,2343,0,0,0,1,0,0,0,1,0,0,0,-0.6403737742637677,10,-0.6407298724572844,1.1238516409670858,0.45528455284552843,0.16260162601626016,0.06504065040650407,0.0,0.11382113821138211,0.3170731707317073,0.8861788617886179
0,0,32,1,2,7,9,4,0,0,1,0,0,0,0,40,2765,0,1,0,0,0,0,0,1,0,0,1,1.4909387123771867,19,2.204552329319003,1.9605458781740634,0.3339160839160839,0.1258741258741259,0.012237762237762238,0.07517482517482517,0.1182983682983683,0.4527972027972028,0.8817016317016317
2,0,76,3,3,0,3,9,0,0,0,0,0,0,0,49,2324,0,0,0,1,0,0,0,1,0,0,0,-1.6899495604052654,9,-0.8664423278861483,0.8519374645445623,0.4,0.38181818181818183,0.01818181818181818,0.05454545454545454,0.23636363636363636,0.14545454545454545,0.7636363636363637
1,1,6,1,0,0,3,6,0,0,0,0,0,0,0,55,2633,0,0,0,1,0,0,0,1,0,0,0,-1.059962640414376,4,-0.9343181560447384,0.7201593034059569,0.17647058823529413,0.0,0.23529411764705882,0.058823529411764705,0.47058823529411764,0.5294117647058824,0.5294117647058824
0,1,62,3,3,6,11,8,0,1,0,0,1,0,0,68,2834,0,0,0,1,0,0,0,0,1,0,2,0.209041366211454,23,1.0259762840578275,1.7708520116421442,0.05997001499250375,0.0,0.009745127436281859,0.0,0.029985007496251874,0.9302848575712144,0.9700149925037481
1,0,20,1,1,0,3,7,0,0,0,0,0,0,0,32,2638,1,0,0,0,0,1,0,0,0,0,0,-0.7839389370058276,5,-0.9142593292157819,0.7634279935629372,0.2916666666666667,0.16666666666666666,0.125,0.16666666666666666,0.3333333333333333,0.25,0.6666666666666666
1,0,43,1,3,0,3,8,0,0,0,0,0,0,0,34,2691,0,0,0,1,0,0,0,0,1,0,0,-0.44600788794126817,7,-0.625620626274434,1.1371731930253115,0.1797752808988764,0.0,0.0449438202247191,0.0449438202247191,0.12359550561797752,0.7303370786516854,0.8764044943820225
0,0,45,1,2,3,6,1,0,0,0,0,0,0,0,38,2692,0,0,1,0,0,0,0,1,0,0,0,0.8211611115590328,12,1.3025449570025303,1.8233655332663665,0.3341804320203304,0.07623888182973317,0.06861499364675985,0.01905972045743329,0.048284625158831,0.5019059720457433,0.951715374841169
0,1,34,5,8,3,12,5,0,1,0,0,0,0,0,55,2263,1,0,0,0,0,0,0,0,0,1,1,0.30373739182099974,28,0.0582030156218099,1.5114058518797482,0.09080590238365494,0.0,0.0,0.0,0.039727582292849034,0.9091940976163451,0.960272417707151
1,1,53,4,3,1,3,5,0,0,0,0,0,0,0,62,2233,1,0,0,0,0,0,0,1,0,0,0,-0.7907960688959631,11,-0.9169117360691977,0.7579478642953567,0.23076923076923078,0.038461538461538464,0.038461538461538464,0.0,0.19230769230769232,0.6923076923076923,0.8076923076923077
0,1,44,1,9,2,9,6,0,0,0,0,0,0,0,64,2419,0,0,0,1,0,1,0,0,0,0,0,0.34763269385010587,21,0.12636829294099108,1.5357159699855099,0.22,0.027142857142857142,0.0,0.02,0.04,0.7328571428571429,0.96
1,0,89,1,2,1,3,4,0,0,0,0,0,0,0,42,2279,0,1,0,0,0,0,0,0,0,1,0,-0.2532838500995052,7,-0.6204105413837959,1.141673694251988,0.5111111111111111,0.044444444444444446,0.03333333333333333,0.0,0.0,0.4111111111111111,1.0
1,0,43,3,5,1,4,8,0,0,0,0,0,0,0,32,2236,0,0,1,0,0,0,0,1,0,0,0,-0.5734443038431505,13,-0.4693180795552926,1.255272505103306,0.42081447963800905,0.09049773755656108,0.058823529411764705,0.06787330316742081,0.23529411764705882,0.36199095022624433,0.7647058823529411
1,0,68,3,3,1,3,7,0,0,0,0,0,0,0,36,2343,0,0,0,1,0,0,0,1,0,0,0,-1.3350205505989619,10,-0.9397887451799083,0.7075701760979364,0.5121951219512195,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.6097560975609756,0.34146341463414637,0.3902439024390244
0,0,44,1,6,7,9,2,0,0,0,1,0,0,0,59,2617,0,1,0,0,0,0,0,0,1,0,1,1.4162346065036693,23,0.7342115301820967,1.7075701760979363,0.09739130434782609,0.19043478260869565,0.12782608695652173,0.12782608695652173,0.05478260869565217,0.45652173913043476,0.9452173913043478
0,0,64,1,3,0,3,9,0,0,0,0,0,0,1,54,2808,0,0,0,0,1,0,0,1,0,0,0,-1.1871576080102677,7,-0.6099903716025199,1.150537154583293,0.2717391304347826,0.18478260869565216,0.25,0.2826086956521739,0.16304347826086957,0.010869565217391304,0.8369565217391305
0,0,85,1,2,5,10,1,0,0,1,0,0,0,0,73,2275,0,0,1,0,0,0,0,1,0,0,1,1.2475588199385783,18,1.2326429847198033,1.8106804752105636,0.34904013961605584,0.013089005235602094,0.03926701570680628,0.009598603839441536,0.009598603839441536,0.5890052356020943,0.9904013961605584
0,1,93,1,8,3,6,7,0,1,0,0,0,0,0,56,2451,0,1,0,0,0,0,0,0,1,0,1,0.6025538153150687,18,-0.0033049310037781853,1.4882372596251237,0.05037313432835821,0.0,0.0,0.0,0.018656716417910446,0.9496268656716418,0.9813432835820896
0,0,12,1,4,2,4,4,0,0,0,0,0,0,0,28,2587,0,0,0,1,0,0,0,0,1,0,0,-0.43229362416099737,11,-0.3400132454512755,1.3333556608518788,0.20353982300884957,0.08849557522123894,0.017699115044247787,0.008849557522123894,0.06637168141592921,0.6814159292035398,0.9336283185840708
1,0,86,4,3,1,3,6,0,0,0,0,0,0,0,44,2321,1,0,0,0,0,0,0,1,0,0,0,-1.885764136563709,11,-0.9699598731375123,0.6307051727774925,0.3888888888888889,0.05555555555555555,0.3333333333333333,0.1388888888888889,0.4722222222222222,0.08333333333333333,0.5277777777777778
2,1,28,2,2,0,3,7,0,0,0,0,0,0,0,53,2403,0,1,0,0,0,0,0,1,0,0,0,-1.4027226555987493,7,-0.9069652103688887,0.7781512503836436,0.22857142857142856,0.05714285714285714,0.0,0.0,0.05714285714285714,0.7142857142857143,0.9428571428571428
0,0,42,1,6,6,10,3,0,0,0,0,0,0,0,44,2667,0,0,1,0,0,0,0,0,1,0,0,0.9305854838340102,23,1.2796847656888977,1.8192577447691376,0.3755020080321285,0.051539491298527446,0.029451137884872823,0.029451137884872823,0.009370816599732263,0.5140562248995983,0.9906291834002677
1,1,13,6,3,1,6,4,0,0,0,0,0,0,0,54,2353,0,1,0,0,0,0,0,1,0,0,0,0.12438959013112064,16,-0.5924063350966164,1.1650958747542182,0.12844036697247707,0.013761467889908258,0.009174311926605505,0.0,0.0779816513761468,0.8486238532110092,0.9220183486238532
1,1,86,2,2,0,3,5,0,0,0,0,0,0,0,64,2269,0,0,0,1,0,0,0,0,1,0,0,-1.1001879281924238,7,-0.9278055499314408,0.7346855566025533,0.22580645161290322,0.0,0.0,0.0,0.03225806451612903,0.7741935483870968,0.967741935483871
1,1,59,2,3,0,3,7,0,0,0,0,0,0,0,48,2494,0,1,0,0,0,0,0,1,0,0,0,-0.5457260383154201,8,-0.7474063605930984,1.0159881053841304,0.28,0.08,0.0,0.05333333333333334,0.36,0.5866666666666667,0.64
1,0,30,2,4,3,6,3,0,0,0,0,0,0,0,35,2843,0,0,1,0,0,0,0,1,0,0,0,0.7185938711741907,15,-0.23590627645470805,1.3873898263387294,0.3646723646723647,0.18518518518518517,0.008547008547008548,0.18233618233618235,0.14245014245014245,0.25925925925925924,0.8575498575498576
1,1,33,2,1,0,3,5,0,0,0,0,0,0,0,69,2507,0,1,0,0,0,0,0,1,0,0,0,-1.0038983437633395,6,-0.9555926693481771,0.6690067809585756,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.0,0.2727272727272727,0.5,0.7272727272727273
0,1,23,3,3,3,12,2,0,0,0,0,0,0,0,49,2687,0,1,0,0,0,0,0,1,0,0,0,0.6361151298477735,21,-0.04209111852297254,1.4729652949485048,0.19734660033167495,0.06301824212271974,0.04809286898839138,0.008291873963515755,0.12769485903814262,0.6832504145936982,0.8723051409618574
1,0,81,1,1,0,2,7,0,0,0,0,0,0,0,46,2522,0,1,0,0,0,0,0,1,0,0,0,-0.8306350393844257,4,-0.8978475618102721,0.7958800173440752,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.5714285714285714
1,1,6,1,1,0,2,7,0,0,0,0,0,0,0,55,2299,1,0,0,0,0,0,0,0,0,1,0,-0.22199214964311276,4,-0.9160828589275053,0.7596678446896304,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.8421052631578947,0.9473684210526315
0,1,41,5,10,3,5,7,0,0,0,0,0,0,0,59,2666,1,0,0,0,0,0,0,0,0,1,0,0.6134189890846494,23,0.8674084830384085,1.737607441668365,0.2860615883306321,0.06320907617504051,0.009724473257698542,0.04862236628849271,0.05915721231766612,0.5923824959481362,0.9408427876823339
0,1,78,6,8,2,8,8,0,0,0,0,0,0,0,67,2693,0,0,1,0,0,0,0,1,0,0,0,-0.5388206167640865,24,-0.1942690147036922,1.4072492328068091,0.200339558573854,0.011884550084889643,0.03904923599320883,0.028862478777589132,0.06960950764006792,0.7198641765704584,0.9303904923599321
0,0,49,1,4,8,5,3,0,0,0,0,0,0,0,63,2518,0,1,0,0,0,0,0,1,0,0,0,0.5101756934430335,18,1.2549305700853104,1.814765361504449,0.23768366464995677,0.03889369057908384,0.03889369057908384,0.0,0.10890233362143474,0.6845289541918755,0.8910976663785652
1,0,39,3,2,0,4,8,0,0,0,0,0,0,0,44,2521,1,0,0,0,0,0,0,0,0,1,0,-1.775760288354354,9,-0.8623900396378743,0.8586708472035307,0.5,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.16071428571428573,0.375,0.8392857142857143
1,0,3,1,1,0,3,7,0,0,0,0,0,0,0,36,2393,0,1,0,0,0,0,0,1,0,0,0,-1.1766787515302721,5,-0.834024021899956,0.9030899869919435,0.3142857142857143,0.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.6285714285714286,0.9428571428571428
2,1,37,1,1,0,3,4,0,0,0,0,0,0,0,70,2575,0,1,0,0,0,0,0,0,0,1,0,0.13568937085148458,5,-0.8121416653592761,0.9344984512435677,0.13157894736842105,0.0,0.0,0.0,0.0,0.868421052631579,1.0
1,0,22,4,3,1,4,8,0,0,0,0,0,0,0,34,2660,0,0,1,0,0,0,0,0,0,1,0,-1.0441719212025855,12,-0.6364749697965967,1.1276446299842249,0.3959731543624161,0.06711409395973154,0.03355704697986577,0.04697986577181208,0.0738255033557047,0.4563758389261745,0.9261744966442953
1,0,79,1,1,0,2,8,0,0,0,0,0,0,0,37,2598,0,0,1,0,0,0,0,1,0,0,0,-1.3303847431239408,4,-0.9160828589275053,0.7596678446896304,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842,0.21052631578947367,0.47368421052631576,0.7894736842105263
0,0,46,1,1,1,3,4,0,0,0,0,0,0,0,31,2450,0,0,1,0,0,0,0,0,0,1,0,-0.8511581453936338,6,-0.6942200773345016,1.0731070983354316,0.23076923076923078,0.12307692307692308,0.0,0.03076923076923077,0.09230769230769231,0.6153846153846154,0.9076923076923077
0,1,82,2,9,3,5,5,0,0,0,0,0,0,1,64,2611,0,1,0,0,0,0,0,0,0,1,0,0.7104329184317056,19,1.0950784626073424,1.7845797579989207,0.19156414762741653,0.0,0.0,0.009666080843585237,0.020210896309314587,0.7987697715289982,0.9797891036906854
1,0,10,1,1,1,2,7,1,0,0,0,0,0,1,49,2694,0,1,0,0,0,0,0,0,1,0,1,-0.7940797658574363,5,-0.7902593088185964,0.9637878273455552,0.3170731707317073,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.43902439024390244,0.5609756097560976,0.5609756097560976
1,0,51,2,2,0,3,8,0,0,0,0,0,0,0,37,2523,0,0,0,1,0,0,0,1,0,0,0,-1.4299580245144983,7,-0.9590660592752691,0.6600519383056491,0.36,0.12,0.0,0.08,0.32,0.44,0.68
0,2,38,1,4,5,12,3,0,0,0,0,0,0,0,60,2814,1,0,0,0,0,0,0,1,0,0,0,0.5109966176834018,22,0.24848952515034034,1.5761318497280672,0.30607187112763323,0.18711276332094176,0.057001239157372985,0.057001239157372985,0.17224287484510534,0.39281288723667906,0.8277571251548946
0,0,10,1,11,4,6,4,0,1,1,1,0,0,1,52,2729,1,0,0,0,0,0,0,1,0,0,3,1.1623758575850656,22,1.251430866598165,1.8141264705095752,0.2075070821529745,0.05099150141643059,0.06869688385269122,0.10835694050991501,0.021246458923512748,0.5644475920679887,0.9787535410764873
1,0,14,1,1,0,3,8,0,0,0,0,0,0,0,48,2753,0,1,0,0,0,0,0,1,0,0,0,-1.0115281102326452,5,-0.7902593088185964,0.9637878273455552,0.3902439024390244,0.2682926829268293,0.04878048780487805,0.04878048780487805,0.5121951219512195,0.24390243902439024,0.4878048780487805
0,0,18,1,7,6,8,3,0,0,1,0,0,0,1,55,2642,0,0,0,1,0,0,0,1,0,0,1,1.5153732809434437,22,1.4835164662720415,1.8545820472008396,0.36726804123711343,0.02577319587628866,0.01610824742268041,0.039304123711340205,0.07860824742268041,0.5515463917525774,0.9213917525773195
0,0,95,1,4,5,11,3,0,0,0,0,0,0,0,32,2847,0,0,1,0,0,0,0,1,0,0,0,0.8225132220725806,21,1.5157242637778041,1.8599099193190791,0.5546666666666666,0.05,0.07866666666666666,0.012666666666666666,0.025333333333333333,0.304,0.9746666666666667
0,0,11,1,2,1,4,6,0,0,0,0,0,0,0,34,2363,1,0,0,0,0,0,0,1,0,0,0,-0.4930903076094513,8,-0.537700443744917,1.2074997233073055,0.3140495867768595,0.09090909090909091,0.024793388429752067,0.2644628099173554,0.1487603305785124,0.30578512396694213,0.8512396694214877
0,1,65,3,4,2,11,8,0,1,0,0,1,0,0,51,2742,0,1,0,0,0,0,0,0,0,1,2,0.1733553065860311,20,1.0040939275171477,1.7664128471123994,0.039198606271777,0.0,0.0,0.0,0.029616724738675958,0.960801393728223,0.9703832752613241
0,1,71,2,3,5,8,3,0,0,0,0,0,0,0,70,2540,0,0,0,1,0,0,0,0,0,1,0,0.37037712427442815,18,-0.09042912834167001,1.4531483950314066,0.13793103448275862,0.038539553752535496,0.028397565922920892,0.028397565922920892,0.028397565922920892,0.7667342799188641,0.9716024340770791
1,0,13,1,1,0,2,8,1,0,0,0,0,0,1,47,2477,0,0,0,1,0,0,1,0,0,0,1,-1.179817579508151,4,-0.9525534531619716,0.6766936096248666,0.4666666666666667,0.0,0.06666666666666667,0.4,0.2,0.06666666666666667,0.8
0,0,58,1,2,9,4,1,0,0,0,0,0,0,0,68,2390,1,0,0,0,0,0,0,1,0,0,0,1.4970232096881517,16,0.6589909295735099,1.6896417794020187,0.26597131681877445,0.2242503259452412,0.19947848761408082,0.04432855280312908,0.2255541069100391,0.26597131681877445,0.7744458930899609
1,1,65,2,1,0,3,6,0,0,0,0,0,0,0,55,2530,0,1,0,0,0,0,0,1,0,0,0,-0.35358147640803483,6,-0.8522593190171892,0.8750612633917001,0.23076923076923078,0.0,0.0,0.0,0.07692307692307693,0.7692307692307693,0.9230769230769231
0,0,0,1,4,4,6,1,0,0,0,0,0,0,1,50,2172,1,0,0,0,0,0,0,1,0,0,0,1.6038399402584298,15,1.2739763248521985,1.8182258936139555,0.389917695473251,0.11419753086419752,0.19444444444444445,0.10699588477366255,0.2242798353909465,0.19444444444444445,0.7757201646090535
1,1,33,3,2,0,3,7,0,0,0,0,0,0,0,49,2710,0,0,0,0,1,0,0,1,0,0,0,-1.0261598775756806,8,-0.9206416832068135,0.7501225267834001,0.32432432432432434,0.1891891891891892,0.08108108108108109,0.0,0.1891891891891892,0.40540540540540543,0.8108108108108109
1,0,90,1,1,0,2,6,1,0,0,0,0,0,0,44,2336,0,1,0,0,0,0,0,0,1,0,1,-0.890514219270115,4,-0.9799063988378214,0.6020599913279624,0.25,0.0,0.0,0.0,0.3333333333333333,0.75,0.6666666666666666
0,1,95,4,6,7,9,4,0,0,0,0,0,0,0,63,2353,0,1,0,0,0,0,0,1,0,0,0,0.9412092092976002,26,0.07072725814738205,1.515975683196705,0.3083434099153567,0.013301088270858524,0.03990326481257558,0.03990326481257558,0.009673518742442563,0.5985489721886336,0.9903264812575574
1,0,93,2,8,4,8,4,1,0,1,0,0,0,0,34,2694,0,1,0,0,0,0,0,1,0,0,2,0.9817242350428368,22,1.1486501010283052,1.7949314305485267,0.337037037037037,0.03851851851851852,0.07925925925925927,0.05925925925925926,0.06888888888888889,0.48592592592592593,0.9311111111111111
0,0,38,3,4,6,5,3,0,0,0,0,0,0,1,54,2403,0,0,1,0,0,0,0,0,0,1,0,0.8758250080353234,18,0.9955841221957721,1.7646741765755363,0.49951409135082603,0.012633624878522837,0.029154518950437316,0.019436345966958212,0.0,0.4392614188532556,1.0
0,0,18,1,3,4,10,1,0,0,0,0,0,0,0,46,2769,0,1,0,0,0,0,0,1,0,0,0,0.9888228152389629,18,1.2731658672025434,1.8180791972835948,0.3516295025728988,0.10205831903945112,0.0,0.07804459691252144,0.018867924528301886,0.46826758147512865,0.9811320754716981
0,1,57,5,11,3,5,6,0,0,0,0,0,0,0,44,2713,0,0,1,0,0,0,0,0,0,1,0,0.40456620440270885,24,0.8329860562337764,1.7300416756417971,0.1715415019762846,0.0,0.0,0.0,0.009486166007905139,0.8284584980237154,0.9905138339920949
1,1,45,2,2,0,3,7,0,0,0,0,0,1,0,42,2371,0,0,1,0,0,0,0,1,0,0,0,-0.6267560898058933,7,-0.8861248708063365,0.8176597916673173,0.358974358974359,0.0,0.02564102564102564,0.05128205128205128,0.2564102564102564,0.5641025641025641,0.7435897435897436
0,1,61,1,2,0,4,6,0,1,0,0,0,0,0,65,2573,0,1,0,0,0,0,0,1,0,0,1,-0.04274092727562992,7,-0.625620626274434,1.1371731930253115,0.12359550561797752,0.0,0.0,0.0,0.11235955056179775,0.8764044943820225,0.8876404494382022
0,0,6,1,3,3,8,1,0,0,0,0,0,0,0,51,2723,0,1,0,0,0,0,0,0,0,1,0,0.8131933174613403,15,2.8543687416790737,2.03795742035626,0.4839704069050555,0.051787916152897656,0.07891491985203453,0.03945745992601726,0.029593094944512947,0.34586929716399506,0.9704069050554871
0,0,65,1,5,3,5,2,0,0,0,0,0,1,0,77,2472,0,1,0,0,0,0,0,0,1,0,0,0.6495396556608555,14,1.2343796796833495,1.8110001619985752,0.1984304932735426,0.0773542600896861,0.0,0.01905829596412556,0.008968609865470852,0.7051569506726457,0.9910313901345291
0,2,52,2,4,6,4,5,0,0,0,0,0,0,0,72,2423,0,0,0,1,0,0,0,0,0,1,0,-0.23860379309527172,16,-0.20718568349506575,1.4011850634851846,0.17829457364341086,0.03875968992248062,0.04909560723514212,0.03875968992248062,0.09819121447028424,0.6950904392764858,0.9018087855297158
0,0,87,1,4,7,10,2,0,1,0,0,0,0,0,63,2798,0,1,0,0,0,0,0,1,0,0,1,1.3036231165896148,22,2.3787037792998516,1.9826823021492013,0.39101338432122373,0.10133843212237094,0.07791586998087954,0.07791586998087954,0.029158699808795412,0.35181644359464626,0.9708413001912046
0,1,38,3,6,2,10,4,0,0,0,0,0,0,0,51,2258,0,0,0,0,1,0,0,0,0,1,0,0.5101756934430335,21,-0.05598467823134075,1.467361417430506,0.13949579831932774,0.0,0.0,0.0,0.06890756302521009,0.8605042016806723,0.9310924369747899
2,0,53,3,2,1,4,4,0,0,0,0,0,0,0,42,2284,0,1,0,0,0,0,0,1,0,0,0,-1.119358923688084,10,-0.903318150945442,0.785329835010767,0.19607843137254902,0.21568627450980393,0.1568627450980392,0.058823529411764705,0.11764705882352941,0.37254901960784315,0.8823529411764706
1,0,31,1,1,0,2,9,0,0,0,0,0,0,0,42,2742,0,1,0,0,0,0,0,0,0,1,0,-0.6714723160753676,4,-0.9069652103688887,0.7781512503836436,0.3,0.2,0.05,0.0,0.25,0.45,0.75
1,1,67,7,6,3,6,7,0,0,0,0,0,0,0,53,2707,0,1,0,0,0,0,0,1,0,0,0,-0.006909998666612607,22,-0.3781415939691267,1.3117538610557542,0.372960372960373,0.013986013986013986,0.018648018648018648,0.018648018648018648,0.15151515151515152,0.5757575757575758,0.8484848484848485
0,1,65,2,6,2,9,4,0,0,0,0,0,0,0,51,2836,0,0,1,0,0,0,0,1,0,0,0,0.15360483515599324,19,-0.03167094874169648,1.4771212547196624,0.16696914700544466,0.050816696914700546,0.04900181488203267,0.0,0.2577132486388385,0.7332123411978222,0.7422867513611615
0,0,64,1,4,10,11,2,0,0,0,0,0,0,0,60,2567,0,1,0,0,0,0,0,1,0,0,0,1.3476632876023154,26,0.7608631182765145,1.7137489363676088,0.6178923426838514,0.0978013646702047,0.03184230477634572,0.0,0.021986353297952996,0.25246398786959817,0.978013646702047
1,0,82,2,2,0,3,7,0,0,0,0,0,0,0,44,2629,1,0,0,0,0,0,0,1,0,0,0,-0.9661358287063968,7,-0.8704946161344224,0.8450980400142568,0.47619047619047616,0.14285714285714285,0.2619047619047619,0.07142857142857142,0.21428571428571427,0.047619047619047616,0.7857142857142857
0,0,27,1,4,3,8,3,0,0,0,0,0,0,0,58,2748,0,0,0,1,0,0,0,1,0,0,0,0.9852493803103007,16,2.783403043731174,2.0301441417228645,0.3231312536786345,0.088875809299588,0.07828134196586227,0.01942319011183049,0.13713949381989404,0.49028840494408477,0.8628605061801059
0,1,63,2,2,4,8,8,0,0,0,0,0,0,0,45,2734,0,0,1,0,0,0,0,0,0,1,0,0.04789876679327237,16,1.080682175409527,1.7817553746524688,0.14915966386554622,0.012605042016806723,0.009453781512605041,0.0,0.03991596638655462,0.8287815126050421,0.9600840336134454
1,0,66,1,1,0,3,6,0,0,0,0,0,0,0,36,2227,0,1,0,0,0,1,0,0,0,0,0,-0.7696451972911792,5,-0.8923769726751022,0.8061799739838872,0.25925925925925924,0.0,0.2222222222222222,0.14814814814814814,0.1111111111111111,0.37037037037037035,0.8888888888888888
1,1,69,6,5,1,4,8,0,0,0,0,0,0,0,45,2768,0,1,0,0,0,0,0,1,0,0,0,-0.16631417028166132,16,-0.5969651593759248,1.1613680022349748,0.20833333333333334,0.027777777777777776,0.009259259259259259,0.018518518518518517,0.17592592592592593,0.7361111111111112,0.8240740740740741
1,0,52,1,1,1,2,4,1,0,0,0,0,0,0,50,2463,0,0,1,0,0,0,0,0,1,0,1,-1.065950558402945,5,-0.9580240422971416,0.6627578316815741,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.3888888888888889,0.3888888888888889
0,1,45,4,4,3,12,8,0,1,0,0,0,0,0,54,2754,0,0,1,0,0,0,0,1,0,0,1,0.588549813567609,23,0.9244928914053994,1.7498706888628013,0.19921259842519684,0.012598425196850394,0.009448818897637795,0.009448818897637795,0.07952755905511812,0.7692913385826772,0.9204724409448819
